0.6065, 0.585,  0.6076, 0.6281, 0.6073
0.6079, 0.599,  0.6247, 0.6265, 0.5968
0.5942, 0.5888, 0.6113, 0.616,  0.6167
0.6018, 0.6006, 0.6127, 0.5915, 0.5908
0.6239, 0.6085, 0.6127, 0.585,  0.6046
0.6129, 0.5959, 0.5972, 0.6054, 0.6093
0.599,  0.5909, 0.5489, 0.6246, 0.5354
0.5514, 0.6202, 0.6315, 0.5586, 0.6092
0.5927, 0.6164, 0.5736, 0.643,  0.6135
0.597,  0.6176, 0.6041, 0.5974, 0.5859
0.5662, 0.6253, 0.5949, 0.5977, 0.6085
0.5697, 0.5663, 0.619,  0.6013, 0.6264
0.5958, 0.5912, 0.6269, 0.5923, 0.6293
0.5833, 0.6123, 0.596,  0.6276, 0.6143
0.6073, 0.618,  0.5843, 0.5881, 0.5915
0.5774, 0.6095, 0.6383, 0.6074, 0.6051
0.6048, 0.5644, 0.6223, 0.6282, 0.6122
0.5895, 0.563,  0.5959, 0.6015, 0.5862
0.6121, 0.5784, 0.5847, 0.5903, 0.6046
0.5843, 0.5975, 0.5646, 0.6201, 0.6264
0.608,  0.6006, 0.5591, 0.6186, 0.5953
0.6022, 0.5951, 0.6151, 0.5993, 0.5936
0.7672, 0.7697, 0.7737, 0.7712, 0.7673
0.7692, 0.7666, 0.7744, 0.7705, 0.771
0.7713, 0.7743, 0.7628, 0.7619, 0.7685
0.7662, 0.7633, 0.7704, 0.7627, 0.7595
0.7661, 0.7702, 0.7718, 0.771,  0.7665
0.7624, 0.7632, 0.7644, 0.7618, 0.7553
0.7638, 0.7609, 0.7618, 0.7614, 0.7518
0.7609, 0.7601, 0.7508, 0.7551, 0.7582
0.7554, 0.7533, 0.7589, 0.7564, 0.7412
0.7356, 0.7466, 0.7464, 0.7513, 0.7523
0.7447, 0.7403, 0.7373, 0.7357, 0.7361
0.7463, 0.7525, 0.7362, 0.744,  0.7425
0.747,  0.7423, 0.7459, 0.7525, 0.7491
0.7399, 0.7242, 0.7391, 0.7364, 0.7185
0.7356, 0.7433, 0.7456, 0.7341, 0.7394
0.7434, 0.7437, 0.734,  0.73,   0.7352
0.7389, 0.7365, 0.7321, 0.7392, 0.7342
0.7408, 0.7329, 0.7353, 0.7392, 0.7375
0.7375, 0.7262, 0.733,  0.7305, 0.7181
0.7277, 0.7284, 0.7351, 0.7232, 0.7252
0.7199, 0.7339, 0.7409, 0.7203, 0.7382
0.7248, 0.7273, 0.7284, 0.7477, 0.7133
0.7337, 0.7319, 0.7352, 0.7334, 0.7379
0.7315, 0.7227, 0.7219, 0.7222, 0.7299
0.7358, 0.7194, 0.7325, 0.7289, 0.7219
0.7338, 0.7226, 0.731,  0.7276, 0.7335
0.7248, 0.7248, 0.734,  0.7265, 0.7246
0.7334, 0.7264, 0.7383, 0.7308, 0.7397
0.738,  0.7123, 0.7381, 0.7374, 0.7363
0.7285, 0.7283, 0.725,  0.7293, 0.7268
0.7186, 0.7196, 0.7097, 0.7285, 0.7323
0.7393, 0.7252, 0.7235, 0.7233, 0.7199
0.7128, 0.723,  0.7295, 0.7114, 0.7455
0.7091, 0.7232, 0.7296, 0.7262, 0.7264
0.719,  0.729,  0.7103, 0.7267, 0.7318
0.7285, 0.7364, 0.7338, 0.7252, 0.7206
0.728,  0.7319, 0.73,   0.704,  0.7175
0.7214, 0.7125, 0.7284, 0.724,  0.7241
0.7152, 0.7228, 0.7152, 0.7422, 0.7344
0.7131, 0.7361, 0.7217, 0.7103, 0.7333
0.7256, 0.7269, 0.7295, 0.7274, 0.7279
0.7283, 0.7304, 0.7266, 0.7276, 0.7371
0.7175, 0.7339, 0.7146, 0.7171, 0.7226
0.7338, 0.734,  0.7361, 0.719,  0.7263
0.7314, 0.7213, 0.7261, 0.7276, 0.7303
0.7356, 0.7253, 0.7255, 0.7254, 0.728
0.7164, 0.723,  0.7062, 0.7225, 0.7227
0.7287, 0.7089, 0.7369, 0.7178, 0.7255
0.7341, 0.7268, 0.7276, 0.7504, 0.7317
0.7125, 0.7358, 0.737,  0.7328, 0.7077
0.7291, 0.7272, 0.7282, 0.7196, 0.7336
0.72,   0.7263, 0.7247, 0.7266, 0.7404
0.7156, 0.741,  0.7246, 0.7228, 0.7126
0.7146, 0.7262, 0.7231, 0.7081, 0.7194
0.7131, 0.7303, 0.7373, 0.7285, 0.721
0.7355, 0.7326, 0.7156, 0.7432, 0.7291
0.7213, 0.7312, 0.7366, 0.7245, 0.72
0.7248, 0.729,  0.7286, 0.7117, 0.7379
0.7175, 0.72,   0.7349, 0.718,  0.7237
0.7296, 0.7441, 0.7366, 0.7289, 0.7119
0.7951, 0.794,  0.7966, 0.7907, 0.7931
0.799,  0.7952, 0.7979, 0.7959, 0.7959
0.801,  0.7981, 0.8005, 0.7974, 0.7989
0.8014, 0.8004, 0.8008, 0.7976, 0.7984
0.8008, 0.8029, 0.8024, 0.799,  0.8003
0.8022, 0.7998, 0.8043, 0.797,  0.8023
0.803,  0.8017, 0.8044, 0.798,  0.8011
0.8038, 0.804,  0.8052, 0.7995, 0.8005
0.8029, 0.8014, 0.8078, 0.7983, 0.8043
0.8047, 0.8025, 0.8046, 0.7998, 0.804
0.8042, 0.8055, 0.8056, 0.7984, 0.8053
0.8038, 0.803,  0.8063, 0.802,  0.8031
0.8038, 0.8048, 0.8073, 0.8025, 0.8033
0.8043, 0.8067, 0.8057, 0.8025, 0.8041
0.8057, 0.8063, 0.8054, 0.8012, 0.8056
0.8034, 0.8074, 0.8065, 0.8026, 0.8049
0.805,  0.8094, 0.8045, 0.8019, 0.8055
0.8041, 0.8103, 0.8077, 0.802,  0.8047
0.8065, 0.8083, 0.8066, 0.8001, 0.8073
0.8048, 0.8083, 0.8094, 0.8026, 0.8071
0.8063, 0.8098, 0.8087, 0.7998, 0.8067
0.8058, 0.8087, 0.8086, 0.8007, 0.8039
0.8061, 0.8095, 0.8077, 0.8028, 0.805
0.8062, 0.8081, 0.8102, 0.8028, 0.8071
0.8057, 0.8088, 0.8075, 0.803,  0.8065
0.8065, 0.8084, 0.8102, 0.803,  0.8068
0.807,  0.8097, 0.8108, 0.8032, 0.807
0.8058, 0.8121, 0.8132, 0.8042, 0.8102
0.8049, 0.8091, 0.8088, 0.8028, 0.8045
0.8041, 0.8124, 0.8105, 0.8038, 0.804
0.8064, 0.8129, 0.8096, 0.8024, 0.8067
0.8064, 0.8122, 0.8118, 0.8079, 0.8068
0.8093, 0.8128, 0.8081, 0.8058, 0.809
0.8053, 0.8101, 0.8107, 0.8015, 0.8075
0.8064, 0.8104, 0.8102, 0.8034, 0.8079
0.8068, 0.8123, 0.8066, 0.8025, 0.807
0.8089, 0.8106, 0.8111, 0.8009, 0.8087
0.8073, 0.8115, 0.8106, 0.7993, 0.8091
0.8071, 0.8122, 0.811,  0.8038, 0.8064
0.805,  0.8091, 0.8107, 0.8057, 0.8087
0.8064, 0.8122, 0.8101, 0.8082, 0.8113
0.8078, 0.8137, 0.811,  0.8069, 0.8104
0.8055, 0.8119, 0.8116, 0.8064, 0.8118
0.8083, 0.814,  0.8135, 0.8059, 0.8123
0.8083, 0.8123, 0.8115, 0.8058, 0.8129
0.8079, 0.8126, 0.8121, 0.8063, 0.8108
0.81,   0.8146, 0.8128, 0.8072, 0.8134
0.8102, 0.8149, 0.8141, 0.8068, 0.8117
0.8081, 0.814,  0.812,  0.8075, 0.8117
0.8105, 0.8138, 0.8139, 0.8074, 0.813
0.8094, 0.8137, 0.813,  0.805,  0.8117
0.8096, 0.8144, 0.8117, 0.8057, 0.812
0.8085, 0.8134, 0.8115, 0.8084, 0.8122
0.8093, 0.8148, 0.8123, 0.806,  0.8115
0.8104, 0.8134, 0.8142, 0.8073, 0.8113
0.8095, 0.8128, 0.8137, 0.8067, 0.8126
0.8101, 0.8138, 0.8128, 0.809,  0.8123
0.81,   0.814,  0.8138, 0.8077, 0.8132
0.809,  0.8136, 0.8136, 0.8061, 0.8103
0.808,  0.8134, 0.8133, 0.8073, 0.8123
0.8115, 0.814,  0.8131, 0.8058, 0.8118
0.8096, 0.816,  0.8135, 0.8057, 0.8111
0.8098, 0.8151, 0.8134, 0.8078, 0.8124
0.8092, 0.8146, 0.8119, 0.8067, 0.8125
0.8106, 0.8145, 0.8125, 0.8072, 0.8125
0.8101, 0.8139, 0.8128, 0.8077, 0.8123
0.8084, 0.8145, 0.8116, 0.8088, 0.8118
0.809,  0.8145, 0.8127, 0.8071, 0.811
0.8098, 0.8143, 0.8138, 0.8096, 0.8111
0.8103, 0.8147, 0.8142, 0.8071, 0.8122
0.8095, 0.8122, 0.8119, 0.8068, 0.8111
0.8071, 0.8139, 0.8139, 0.8073, 0.8113
0.8086, 0.8141, 0.8122, 0.8074, 0.8114
0.8087, 0.8155, 0.8135, 0.8062, 0.8104
0.8089, 0.8134, 0.8112, 0.8051, 0.8103
0.8095, 0.813,  0.813,  0.8052, 0.8109
0.8101, 0.8147, 0.8133, 0.8058, 0.812
0.8102, 0.8133, 0.8133, 0.8061, 0.8121
0.8128, 0.8141, 0.8126, 0.8071, 0.8127
